8,2497574394046D+01 1,6834093379815D+01 1,4517559165636D+01
8,5625950988413D+01 1,6932645160666D+01 1,4615543401029D+01
8,8898313002559D+01 1,7031509051056D+01 1,4712390485572D+01
9,2318335073632D+01 1,7130274380539D+01 1,4807679310697D+01
9,5888697734041D+01 1,7228419141350D+01 1,4900909908556D+01
9,9610767877799D+01 1,7325282610371D+01 1,4991468753931D+01
1,0348435023433D+02 1,7420076300348D+01 1,5078619301127D+01
1,0750731457921D+02 1,7511847455848D+01 1,5161508292710D+01
1,1167548922291D+02 1,7599471752451D+01 1,5239216229448D+01
1,1598223496596D+02 1,7681664247966D+01 1,5310798377141D+01
1,2041837409142D+02 1,7757021362069D+01 1,5375300538472D+01
1,2497203059809D+02 1,7824077457573D+01 1,5431782710798D+01
1,2962871895982D+02 1,7881374198095D+01 1,5479349052671D+01
1,3437136187741D+02 1,7927513478920D+01 1,5517215702826D+01
1,3918068081974D+02 1,7961248687096D+01 1,5544739169520D+01
1,4403553330932D+02 1,7981601514363D+01 1,5561394249934D+01
1,4891348098213D+02 1,7987969644068D+01 1,5566792956397D+01
